Macrogene,gene,weight
Macrogene 285,mouse_Ly86,0.24328722
Macrogene 285,mouse_Galnt5,0.24199063
Macrogene 285,marm_VWC2,0.24181834
Macrogene 285,mouse_Spock1,0.22177924
Macrogene 285,mouse_Lama4,0.21666639
Macrogene 286,mouse_Lmo4,1.6278609
Macrogene 286,marm_LMO4,1.5707898
Macrogene 286,marm_LMO3,0.9018432
Macrogene 286,mouse_Lmo3,0.69941103
Macrogene 286,mouse_Lmo2,0.62264663
Macrogene 286,marm_LMO1,0.53925824
Macrogene 287,marm_BDNF,1.3997194
Macrogene 287,mouse_Bdnf,1.3092504
Macrogene 287,mouse_Ntf3,1.028079
Macrogene 287,marm_NTF3,0.8335523
Macrogene 287,marm_NGF,0.70907736
Macrogene 288,mouse_1700021F07Rik,1.0067978
Macrogene 288,mouse_Tsga13,0.9252193
Macrogene 288,marm_LKAAEAR1,0.7831845
Macrogene 288,marm_TSGA13,0.6090864
Macrogene 288,marm_SPATS1,0.5741151
Macrogene 289,mouse_Hbb-bs,1.1891606
Macrogene 289,mouse_Hba-a2,1.0947272
Macrogene 289,mouse_Hba-a1,1.0703684
Macrogene 289,mouse_Hbb-bt,1.0007744
Macrogene 289,mouse_Hbq1b,0.7952363
Macrogene 290,mouse_Epn2,1.2809578
Macrogene 290,marm_DAB1,1.1831686
Macrogene 290,marm_SMAP1,0.8472068
Macrogene 290,marm_SNAP91,0.8370916
Macrogene 290,mouse_Dab2,0.78162485
Macrogene 290,marm_DAB2,0.60560673
Macrogene 290,mouse_Agfg1,0.44833493
Macrogene 290,marm_GULP1,0.3484496
Macrogene 290,mouse_Wipf1,0.24486104
Macrogene 291,mouse_Slc7a11,1.2301449
Macrogene 291,marm_SLC7A5,1.1366895
Macrogene 291,mouse_Slc7a8,1.0785216
Macrogene 291,marm_SLC7A11,1.0491816
Macrogene 291,mouse_Slc7a7,0.92741245
Macrogene 291,mouse_Slc7a5,0.88617206
Macrogene 291,mouse_Slc7a15,0.6998043
Macrogene 291,marm_SLC7A8,0.65916556
Macrogene 291,marm_SLC7A2,0.50051737
Macrogene 291,marm_SLC7A1,0.45138094
Macrogene 291,marm_SLC2A1,0.27299875
Macrogene 292,mouse_Dock10,1.263218
Macrogene 292,marm_DOCK10,1.0952125
Macrogene 292,marm_DOCK1,1.0104984
Macrogene 292,marm_DOCK5,0.94549924
Macrogene 292,mouse_Dock1,0.8305331
Macrogene 292,mouse_Dock2,0.7706626
Macrogene 292,marm_DOCK2,0.7676526
Macrogene 292,marm_DOCK8,0.717566
Macrogene 292,mouse_Dock5,0.7066212
Macrogene 292,mouse_Anln,0.6548362
Macrogene 292,marm_DOCK6,0.62368953
Macrogene 292,mouse_Dock11,0.6064097
Macrogene 292,mouse_Dock6,0.5548901
Macrogene 292,marm_DOCK11,0.529429
Macrogene 292,mouse_B9d1,0.48313108
Macrogene 292,mouse_Ranbp17,0.4600449
Macrogene 292,mouse_Dock8,0.41263318
Macrogene 292,marm_RANBP17,0.3565378
Macrogene 292,marm_PIK3CD,0.33105633
Macrogene 292,marm_MYOF,0.32050458
Macrogene 292,mouse_Fam102b,0.24274197
Macrogene 292,mouse_Inpp4b,0.22903104
Macrogene 293,mouse_Dnah9,1.3159605
Macrogene 293,mouse_Dnah2,0.98694754
Macrogene 293,marm_DNAH2,0.79933816
Macrogene 293,mouse_Dnah11,0.7934068
Macrogene 293,marm_DNAH9,0.7612929
Macrogene 293,mouse_Dnah5,0.7488475
Macrogene 293,marm_DNAH11,0.68231434
Macrogene 293,marm_DNAH5,0.66535866
Macrogene 293,marm_DNAH7,0.43613285
Macrogene 293,marm_DNAH12,0.3304434
Macrogene 293,mouse_Dnah17,0.29607472
Macrogene 293,marm_DNAH6,0.28136498
Macrogene 293,mouse_Dnah10,0.2619892
Macrogene 293,mouse_Dnah6,0.20901696
Macrogene 294,mouse_Cdca3,1.0305098
Macrogene 294,marm_CDCA3,0.9359943
Macrogene 295,marm_RGSL1,1.1101937
Macrogene 295,mouse_Rgs22,0.98413575
Macrogene 295,mouse_Rgsl1,0.92215943
Macrogene 295,marm_RGS22,0.91137433
Macrogene 296,mouse_Camk2a,0.8457921
Macrogene 296,marm_EPHA6,0.6182808
Macrogene 296,mouse_Cacna1c,0.49307466
Macrogene 296,mouse_Camk2d,0.49269474
Macrogene 296,mouse_Prkag2,0.45385316
Macrogene 296,marm_CAMK1D,0.44757414
Macrogene 296,mouse_Maob,0.4387286
Macrogene 296,mouse_Hspa12a,0.43451735
Macrogene 296,marm_CAMK2B,0.4191613
Macrogene 296,marm_CTDSPL,0.41565168
Macrogene 296,mouse_Camk2g,0.40697828
Macrogene 296,mouse_Herc3,0.39486828
Macrogene 296,marm_CAMK2A,0.39480367
Macrogene 296,marm_CACNA1E,0.3907383
Macrogene 296,mouse_Msi2,0.3884403
Macrogene 296,mouse_Prdm5,0.38843155
Macrogene 296,marm_FAU,0.38122216
Macrogene 296,mouse_Slc30a3,0.3810999
Macrogene 296,marm_GNAL,0.37789467
Macrogene 296,marm_CACNA1C,0.37673503
Macrogene 296,marm_CHD5,0.3762964
Macrogene 296,mouse_Gimap4,0.3723437
Macrogene 296,mouse_Gfod1,0.35822058
Macrogene 296,mouse_Ube2c,0.35602853
Macrogene 296,mouse_Msra,0.35550106
Macrogene 296,marm_CAMK4,0.35423487
Macrogene 296,marm_MSRA,0.35028693
Macrogene 296,mouse_Cks1brt,0.34826794
Macrogene 296,mouse_Srpk3,0.34723625
Macrogene 296,marm_ATP2B1,0.34576654
Macrogene 296,mouse_Lin7a,0.3431147
Macrogene 296,marm_DCLK1,0.34291536
Macrogene 296,marm_AGR3,0.32640803
Macrogene 296,marm_FKBP5,0.32623062
Macrogene 296,marm_BATF,0.32454088
Macrogene 296,marm_EHHADH,0.32270053
Macrogene 296,mouse_Prkca,0.31785703
Macrogene 296,marm_CDKL1,0.3145458
Macrogene 296,mouse_Prkcd,0.31299052
Macrogene 296,marm_SLC8A1,0.31126884
Macrogene 296,mouse_Fkbp5,0.30692434
Macrogene 296,mouse_Phkg1,0.30143687
Macrogene 296,marm_DAPK1,0.29577857
Macrogene 296,mouse_Epha4,0.29343116
Macrogene 296,marm_RIC8B,0.2899154
Macrogene 296,mouse_Rps6ka2,0.28958762
Macrogene 296,mouse_Sh3bgrl2,0.2893718
Macrogene 296,marm_MKNK1,0.28869522
Macrogene 296,marm_PRKCB,0.2878924
Macrogene 296,marm_DGKB,0.2863531
Macrogene 296,mouse_Camk1d,0.2827641
Macrogene 296,marm_CACNA1B,0.28199786
Macrogene 296,marm_ANK1,0.28074092
Macrogene 296,marm_NEDD4L,0.27527028
Macrogene 296,mouse_Cdh12,0.27036577
Macrogene 296,marm_MPPED2,0.26753816
Macrogene 296,mouse_Atp2b1,0.26529893
Macrogene 296,mouse_Cdk14,0.26514095
Macrogene 296,marm_ATP2B2,0.2574188
Macrogene 296,mouse_Nim1k,0.2502422
Macrogene 296,mouse_Ncs1,0.2487916
Macrogene 296,marm_HTR4,0.24782954
Macrogene 296,mouse_Rasgrf1,0.24723412
Macrogene 296,marm_HRH2,0.24394616
Macrogene 296,marm_PRKCE,0.24272195
Macrogene 296,marm_CAMK2G,0.24161302
Macrogene 296,marm_MSH4,0.23672588
Macrogene 296,marm_LIN7A,0.23632176
Macrogene 296,marm_SGK1,0.23399931
Macrogene 296,mouse_Prkaa2,0.23302153
Macrogene 296,mouse_Grk3,0.23095937
Macrogene 296,marm_RPS6KA6,0.22556938
Macrogene 296,mouse_Sergef,0.22424427
Macrogene 296,marm_PRKCH,0.22366041
Macrogene 296,mouse_Wdr17,0.22353593
Macrogene 296,mouse_Tmtc1,0.22201598
Macrogene 296,mouse_Pde8b,0.21851474
Macrogene 296,marm_MSH3,0.21317567
Macrogene 296,mouse_Gnal,0.21058553
Macrogene 296,marm_HSPA12A,0.21011664
Macrogene 296,marm_ADGRL2,0.20784807
Macrogene 296,mouse_Cdyl2,0.20531164
Macrogene 296,mouse_Atp2b4,0.20258446
Macrogene 296,marm_SLC8A3,0.20215963
Macrogene 297,marm_KNL1,1.1922764
Macrogene 297,mouse_Knl1,0.83896923
Macrogene 298,marm_NFIA,1.2608815
Macrogene 298,mouse_Nfib,1.0825313
Macrogene 298,mouse_Nfia,0.97461325
Macrogene 298,mouse_Nfix,0.8663805
Macrogene 298,marm_NFIB,0.8397255
Macrogene 298,mouse_Pou2af1,0.46657488
Macrogene 298,marm_ATXN1,0.44382143
Macrogene 298,marm_CHD7,0.34335467
Macrogene 298,mouse_Gse1,0.30351737
Macrogene 298,mouse_Maml3,0.27729136
Macrogene 298,mouse_Chd7,0.26961243
Macrogene 299,marm_MMP16,1.6329784
Macrogene 299,mouse_Mmp16,1.3244797
Macrogene 299,mouse_Vtn,0.7244987
Macrogene 299,mouse_Mmp17,0.7236692
Macrogene 299,marm_MMP12,0.6304729
Macrogene 299,marm_MMP27,0.6274098
Macrogene 299,marm_MMP3,0.61957246
Macrogene 299,marm_MMP1,0.6193895
Macrogene 299,marm_MMP20,0.6160582
Macrogene 299,mouse_Mmp25,0.61168647
Macrogene 299,marm_MMP2,0.5941889
Macrogene 299,marm_VTN,0.5918135
Macrogene 299,marm_MMP14,0.5868236
Macrogene 300,marm_TCF7L2,1.3309875
Macrogene 300,marm_LEF1,1.2582539
Macrogene 300,mouse_Lef1,1.0154955
Macrogene 300,mouse_Tcf7l2,1.0123514
Macrogene 300,marm_TCF7L1,0.79678375
Macrogene 300,mouse_Tcf7l1,0.75849617
Macrogene 300,mouse_Tcf7,0.4273078
Macrogene 300,marm_SOX13,0.25311336
Macrogene 300,mouse_Sox9,0.2234798
Macrogene 301,mouse_Npas3,1.2697781
Macrogene 301,marm_ARNT2,1.1704143
Macrogene 301,marm_EPAS1,0.9710488
Macrogene 301,mouse_Epas1,0.7830272
Macrogene 301,mouse_Hif3a,0.6873575
Macrogene 301,marm_NPAS2,0.64992064
Macrogene 301,mouse_Arntl,0.5338483
Macrogene 301,mouse_Ahr,0.5272588
Macrogene 301,marm_AHR,0.45212343
Macrogene 302,mouse_Penk,1.0143626
Macrogene 302,marm_PENK,1.0070533
Macrogene 302,marm_VIP,1.0011064
Macrogene 302,mouse_Vip,0.6014925
Macrogene 302,marm_PDYN,0.5417585
Macrogene 302,mouse_Pdyn,0.49775144
Macrogene 303,marm_CHSY3,1.4006677
Macrogene 303,marm_XYLT1,1.2273322
Macrogene 303,mouse_Chsy3,1.1656176
Macrogene 303,mouse_Galnt17,1.1086423
Macrogene 303,marm_CSGALNACT1,1.0022527
Macrogene 303,mouse_Xylt1,0.96925205
Macrogene 303,marm_LARGE1,0.8588061
Macrogene 303,marm_GALNT17,0.8001485
Macrogene 303,marm_GALNT9,0.6396228
Macrogene 303,mouse_Abo,0.615362
Macrogene 303,mouse_Csgalnact1,0.60921097
Macrogene 303,marm_B4GALNT3,0.5988792
Macrogene 303,marm_MFNG,0.5629818
Macrogene 303,marm_B3GNT2,0.5563282
Macrogene 303,mouse_Chsy1,0.5524115
Macrogene 303,marm_GGTA1,0.5464716
Macrogene 303,mouse_Galnt18,0.54501164
Macrogene 303,marm_LFNG,0.5149954
Macrogene 303,mouse_Galnt9,0.46472156
Macrogene 303,mouse_Mgat5,0.34610966
Macrogene 303,mouse_Hs6st3,0.34042826
Macrogene 303,marm_CHST11,0.3312123
Macrogene 303,marm_GALNT18,0.3274741
Macrogene 303,mouse_Extl3,0.3246765
Macrogene 303,marm_MGAT4A,0.28303543
Macrogene 303,mouse_Wscd2,0.26170626
Macrogene 303,mouse_Chst11,0.2122314
Macrogene 303,mouse_Colgalt2,0.20089501
Macrogene 304,mouse_Cryab,1.4951246
Macrogene 304,marm_CRYAB,1.3576068
Macrogene 304,marm_HSPB1,1.1370667
Macrogene 304,mouse_Hspb1,0.8553723
Macrogene 304,marm_HSPB8,0.68621355
Macrogene 304,mouse_Hspb2,0.60976404
Macrogene 305,mouse_Cacng3,1.1716802
Macrogene 305,marm_CACNG3,0.92474496
Macrogene 305,marm_CACNG2,0.6285156
Macrogene 305,mouse_Cacng2,0.60274273
Macrogene 305,mouse_Cacng4,0.3551026
Macrogene 306,marm_RPL39,1.1586341
Macrogene 306,mouse_Rpl39,0.97337544
Macrogene 306,mouse_Rpl37,0.37407288
Macrogene 307,mouse_Mgp,0.7330794
Macrogene 307,marm_SPP1,0.63191366
Macrogene 307,marm_MGP,0.6219566
Macrogene 307,mouse_Ecrg4,0.6081031
Macrogene 307,marm_SRGN,0.563928
Macrogene 307,mouse_Sst,0.5145628
Macrogene 307,marm_SST,0.4806313
Macrogene 308,marm_PLSCR4,1.381877
Macrogene 308,mouse_Plscr4,1.315123
Macrogene 308,mouse_Plscr5,0.8714026
Macrogene 308,marm_PLSCR5,0.7822448
Macrogene 308,mouse_1700057G04Rik,0.73399717
Macrogene 309,mouse_Eya1,1.2517251
Macrogene 309,marm_EYA2,1.1722465
Macrogene 309,marm_EYA1,1.0721614
Macrogene 309,mouse_Eya2,0.94567317
Macrogene 309,marm_EYA4,0.83601516
Macrogene 309,mouse_Eya4,0.8163052
Macrogene 310,mouse_Atp5mpl,1.0422137
Macrogene 310,mouse_Cox7b2,0.91103864
Macrogene 310,marm_COX7B2,0.8837676
Macrogene 310,mouse_Cox8b,0.36829302
Macrogene 310,marm_NDUFB2,0.2838325
Macrogene 311,marm_TNFSF10,1.0210996
Macrogene 311,mouse_Tnfsf4,0.9803044
Macrogene 311,mouse_Cd74,0.96138185
Macrogene 311,mouse_Tnf,0.9536305
Macrogene 311,mouse_Tnfsf10,0.9456704
Macrogene 311,marm_TNFSF13,0.94107634
Macrogene 311,marm_CD74,0.93937385
Macrogene 311,marm_TNFSF14,0.8677635
Macrogene 311,marm_TNFSF4,0.31274757
Macrogene 312,mouse_Dlgap2,1.3270088
Macrogene 312,marm_NAV3,1.2852727
Macrogene 312,marm_SORBS2,0.8283526
Macrogene 312,mouse_Dlgap3,0.7310207
Macrogene 312,marm_SPATA13,0.6917753
Macrogene 312,marm_PRAG1,0.69124407
Macrogene 312,marm_DLGAP3,0.63895816
Macrogene 312,mouse_Prag1,0.6222201
Macrogene 312,marm_FRMPD3,0.601953
Macrogene 312,mouse_Proser2,0.5980228
Macrogene 312,marm_DLGAP2,0.5884226
Macrogene 312,mouse_Sash1,0.58750576
Macrogene 312,marm_CDC42EP4,0.577571
Macrogene 312,marm_SHANK2,0.51986665
Macrogene 312,marm_CDKL5,0.41888085
Macrogene 312,mouse_Pcnx2,0.37570015
Macrogene 312,mouse_Nhsl2,0.35141137
Macrogene 312,marm_JCAD,0.33426964
Macrogene 312,marm_PCNX2,0.3129306
Macrogene 312,mouse_Shank2,0.263981
Macrogene 312,mouse_Nhsl1,0.25722635
Macrogene 312,marm_SASH1,0.23502444
Macrogene 312,mouse_Synpo2,0.22339034
Macrogene 312,mouse_Spata13,0.22265308
Macrogene 312,mouse_Bsn,0.21661574
Macrogene 312,mouse_Fgd6,0.20452698
Macrogene 313,mouse_Csmd2,0.688092
Macrogene 313,mouse_Cntnap2,0.64734006
Macrogene 313,marm_PAM,0.5927413
Macrogene 313,marm_LRP1B,0.5799538
Macrogene 313,marm_CSMD2,0.5452984
Macrogene 313,marm_POSTN,0.5361259
Macrogene 313,marm_ADAMTS3,0.5079221
Macrogene 313,mouse_Itih3,0.5003194
Macrogene 313,mouse_Hgf,0.48923627
Macrogene 313,mouse_Adamts3,0.4884377
Macrogene 313,mouse_Vcan,0.47782186
Macrogene 313,marm_CACNA2D3,0.4766308
Macrogene 313,marm_B3GALT1,0.47463757
Macrogene 313,mouse_Slc2a13,0.46739295
Macrogene 313,mouse_Pamr1,0.4629966
Macrogene 313,marm_TLL1,0.46286613
Macrogene 313,mouse_Igf2r,0.45629352
Macrogene 313,marm_FRAS1,0.44667608
Macrogene 313,mouse_Hmcn1,0.4357255
Macrogene 313,mouse_Slit3,0.42817426
Macrogene 313,marm_ADGRL4,0.42579752
Macrogene 313,mouse_Rps27a,0.4151182
Macrogene 313,mouse_Tll2,0.41113767
Macrogene 313,marm_FBN1,0.41049376
Macrogene 313,marm_PAMR1,0.39985403
Macrogene 313,marm_GRM5,0.3944579
Macrogene 313,marm_TLL2,0.39434144
Macrogene 313,mouse_Postn,0.39245135
Macrogene 313,marm_PRDM5,0.38702404
Macrogene 313,marm_HMCN1,0.3849367
Macrogene 313,marm_MME,0.38261706
Macrogene 313,mouse_Grm3,0.38118696
Macrogene 313,marm_CHL1,0.37895846
Macrogene 313,marm_HTRA3,0.37810224
Macrogene 313,marm_SLIT3,0.3777596
Macrogene 313,mouse_Scube1,0.37554324
Macrogene 313,mouse_Fat3,0.3747074
Macrogene 313,marm_ITGB4,0.37430814
Macrogene 313,marm_HGF,0.3708691
Macrogene 313,mouse_Gria1,0.36174366
Macrogene 313,marm_OIT3,0.36117473
Macrogene 313,mouse_Robo1,0.3560016
Macrogene 313,marm_SORCS1,0.35151452
Macrogene 313,mouse_Cdh11,0.34992987
Macrogene 313,mouse_Htra1,0.34478834
Macrogene 313,marm_COLEC10,0.3406721
Macrogene 313,mouse_Epha5,0.3370331
Macrogene 313,mouse_Cacna2d3,0.33627212
Macrogene 313,marm_HTRA1,0.33350626
Macrogene 313,mouse_Pcsk5,0.3333067
Macrogene 313,marm_ENTPD3,0.3301563
Macrogene 313,mouse_Fgf1,0.3274112
Macrogene 313,marm_PTPRT,0.32724702
Macrogene 313,mouse_Cdh8,0.32001746
Macrogene 313,mouse_Ptprt,0.31647944
Macrogene 313,marm_SORCS2,0.315667
Macrogene 313,marm_PCSK2,0.31356418
Macrogene 313,marm_PLA2R1,0.31121632
Macrogene 313,mouse_Plxna2,0.3104852
Macrogene 313,marm_EPHA5,0.30761102
Macrogene 313,marm_GRIA1,0.30269048
Macrogene 313,mouse_Slco3a1,0.30164328
Macrogene 313,mouse_Gria3,0.3004082
Macrogene 313,marm_CRIM1,0.29899707
Macrogene 313,marm_EML6,0.29816487
Macrogene 313,marm_PTPRM,0.29440004
Macrogene 313,mouse_Pcdh17,0.29422915
Macrogene 313,mouse_Mmp16,0.29375654
Macrogene 313,mouse_Slit2,0.29295704
Macrogene 313,marm_CNTNAP5,0.2929455
Macrogene 313,mouse_Epha7,0.29102367
Macrogene 313,marm_EPHA4,0.29055324
Macrogene 313,mouse_Nrp1,0.28929353
Macrogene 313,marm_THSD7A,0.2890973
Macrogene 313,marm_GRIA3,0.2870721
Macrogene 313,mouse_Ephb1,0.2865863
Macrogene 313,mouse_Chl1,0.28102803
Macrogene 313,marm_FAT3,0.28056434
Macrogene 313,marm_ADAMTS16,0.2797796
Macrogene 313,marm_UNC5D,0.2796342
Macrogene 313,marm_IVNS1ABP,0.27565488
Macrogene 313,marm_CDH8,0.2748418
Macrogene 313,marm_CDH18,0.27340642
Macrogene 313,marm_NCALD,0.2721734
Macrogene 313,marm_PCDH17,0.27083364
Macrogene 313,mouse_Tmtc2,0.2703979
Macrogene 313,marm_GRM3,0.26869544
Macrogene 313,marm_SLCO3A1,0.2667617
Macrogene 313,mouse_Dscaml1,0.26228595
Macrogene 313,marm_DSCAM,0.26217607
Macrogene 313,marm_DNER,0.2610787
Macrogene 313,mouse_Cdh18,0.26013708
Macrogene 313,mouse_Nell2,0.25883782
Macrogene 313,mouse_Clmp,0.25829023
Macrogene 313,mouse_Unc5d,0.25662407
Macrogene 313,mouse_Ephb2,0.25626746
Macrogene 313,marm_NELL1,0.25471386
Macrogene 313,marm_GALNT13,0.24814896
Macrogene 313,mouse_Traf3,0.24794175
Macrogene 313,mouse_Fras1,0.24700196
Macrogene 313,mouse_Flrt2,0.24586299
Macrogene 313,marm_CDH11,0.24475925
Macrogene 313,mouse_Tgfbr3,0.24177317
Macrogene 313,mouse_Prkcg,0.24072975
Macrogene 313,marm_TMTC2,0.23933785
Macrogene 313,marm_PLXDC2,0.2360729
Macrogene 313,marm_CDK6,0.23559044
Macrogene 313,mouse_Bmper,0.2303096
Macrogene 313,mouse_Cdh9,0.22677721
Macrogene 313,marm_SLC2A13,0.22659619
Macrogene 313,mouse_Serpine2,0.2263044
Macrogene 313,marm_TENM2,0.22592787
Macrogene 313,marm_EPHB1,0.22566338
Macrogene 313,mouse_Gabrd,0.22540873
Macrogene 313,marm_CCBE1,0.22292027
Macrogene 313,marm_ROBO1,0.22248405
Macrogene 313,mouse_Cdh10,0.2221525
Macrogene 313,marm_CDH10,0.22143531
Macrogene 313,marm_GRM1,0.2209341
Macrogene 313,marm_SDK1,0.22086075
Macrogene 313,marm_POGK,0.21794686
Macrogene 313,mouse_Ncald,0.21635371
Macrogene 313,marm_SYT1,0.21223837
Macrogene 313,marm_TRAF3,0.21030007
Macrogene 313,marm_SLIT2,0.20979351
Macrogene 313,marm_DSCAML1,0.208871
Macrogene 313,mouse_Egfr,0.20704362
Macrogene 313,marm_CAMK1D,0.20598751
Macrogene 313,marm_OTOGL,0.20456716
Macrogene 313,marm_CNTNAP1,0.20452867
Macrogene 313,mouse_Fhl2,0.20263858
Macrogene 313,mouse_Glra2,0.2006784
Macrogene 313,mouse_Crim1,0.20059359
Macrogene 313,marm_MOXD1,0.20003593
Macrogene 314,marm_PECAM1,1.5773826
Macrogene 314,mouse_Fcrls,1.4000069
Macrogene 314,marm_IGSF1,1.0675516
Macrogene 314,marm_FCRL1,1.0411944
Macrogene 314,mouse_Pecam1,0.9320391
Macrogene 314,mouse_Lilra5,0.89605165
Macrogene 314,marm_FCGR1A,0.8615785
Macrogene 314,mouse_Fcgr4,0.8568163
Macrogene 314,mouse_Fcrl5,0.80608505
Macrogene 314,mouse_A1bg,0.75574404
Macrogene 314,marm_FCRL4,0.67322767
Macrogene 314,marm_FCRL2,0.6456938
Macrogene 314,mouse_Icam1,0.30778283
Macrogene 315,marm_HEG1,1.6297909
Macrogene 315,mouse_BB014433,0.7749899
Macrogene 315,marm_MUC22,0.7592541
Macrogene 315,marm_MUCL3,0.5821006
Macrogene 315,mouse_Ifi27l2b,0.34591132
Macrogene 315,mouse_Gm10800,0.33031622
Macrogene 315,mouse_Glrp1,0.3293427
Macrogene 315,mouse_Gm10801,0.32759136
Macrogene 315,marm_RTL9,0.3189282
Macrogene 315,marm_PRG4,0.28883868
Macrogene 315,mouse_Gm10717,0.28369513
Macrogene 316,marm_OLAH,1.2665535
Macrogene 316,marm_NLRP1,1.2273259
Macrogene 316,marm_APOBEC3H,1.1369207
Macrogene 316,marm_RHPN2,1.0585797
Macrogene 316,mouse_Irak2,1.0466226
Macrogene 316,mouse_Adgre1,1.0205562
Macrogene 316,mouse_Aim2,1.018887
Macrogene 316,mouse_Myo16,0.8801139
Macrogene 316,marm_PNMA1,0.86652154
Macrogene 316,mouse_Casp8,0.83981335
Macrogene 316,mouse_Herc6,0.83952403
Macrogene 316,marm_GIMAP4,0.828217
Macrogene 316,marm_ASB9,0.81173486
Macrogene 316,mouse_A630001G21Rik,0.80117804
Macrogene 316,mouse_Zswim1,0.7973388
Macrogene 316,mouse_Plcd4,0.7968357
Macrogene 316,marm_TNFRSF10B,0.7532428
Macrogene 316,marm_GIMAP8,0.74957293
Macrogene 316,mouse_Art2b,0.73389477
Macrogene 316,marm_IFIT3,0.72174543
Macrogene 316,marm_CASP10,0.7017566
Macrogene 316,marm_HERC6,0.6883208
Macrogene 316,mouse_Slfn8,0.6615065
Macrogene 316,mouse_Fam111a,0.6125764
Macrogene 316,marm_ANKK1,0.6118576
Macrogene 316,mouse_Usp18,0.5999129
Macrogene 316,marm_ADCY10,0.57036835
Macrogene 316,mouse_Phf11d,0.5512105
Macrogene 316,mouse_Slfn5,0.5511883
Macrogene 316,mouse_Parp9,0.5406858
Macrogene 316,mouse_Dpp10,0.50728923
Macrogene 316,mouse_Pla2g4e,0.50424916
Macrogene 316,mouse_Nlrp3,0.46951932
Macrogene 316,marm_DHX58,0.46560913
Macrogene 316,mouse_Nlrp1a,0.46158463
Macrogene 316,mouse_Nlrp12,0.44742405
Macrogene 316,mouse_9930111J21Rik2,0.43454123
Macrogene 316,marm_TLR2,0.42347834
Macrogene 316,marm_PARP9,0.3751577
Macrogene 316,marm_CYP7B1,0.37447536
Macrogene 316,mouse_Abca9,0.37295094
Macrogene 316,marm_TRIM22,0.3556511
Macrogene 316,mouse_Trim43c,0.35119447
Macrogene 316,mouse_Nat8f3,0.34861204
Macrogene 316,marm_TDRD15,0.3474807
Macrogene 316,marm_AK8,0.32428113
Macrogene 316,marm_IL18,0.30724433
Macrogene 316,marm_OAS2,0.3048322
Macrogene 316,marm_ABCA6,0.30451342
Macrogene 316,mouse_Lgals9,0.29515284
Macrogene 316,marm_POGK,0.29326773
Macrogene 316,marm_EFCAB6,0.29255682
Macrogene 316,marm_ZCCHC12,0.28560036
Macrogene 316,mouse_Crybb1,0.28339767
Macrogene 316,marm_MAB21L3,0.28013256
Macrogene 316,mouse_Cd33,0.2648585
Macrogene 316,mouse_Cdh19,0.26436818
Macrogene 316,marm_MRGPRF,0.25631174
Macrogene 316,mouse_Met,0.2560818
Macrogene 316,marm_OAS1,0.25198
Macrogene 316,marm_TRIM38,0.24959293
Macrogene 316,marm_CNTD1,0.24672681
Macrogene 316,mouse_Nwd1,0.24398276
Macrogene 316,mouse_Ifi204,0.24040537
Macrogene 316,mouse_Frrs1,0.24024461
Macrogene 316,marm_PLA2G4E,0.2371885
Macrogene 316,marm_VWA5A,0.23565379
Macrogene 316,marm_RTL1,0.23375651
Macrogene 316,mouse_Cyp7b1,0.2277146
Macrogene 316,mouse_L3mbtl4,0.22664255
Macrogene 316,marm_LONRF2,0.22608179
Macrogene 316,marm_HSD17B3,0.22149968
Macrogene 316,mouse_Gm4951,0.21840797
Macrogene 316,mouse_AW551984,0.2160106
Macrogene 316,marm_SP110,0.2095406
Macrogene 316,mouse_Ceacam13,0.20678252
Macrogene 316,mouse_Apol7e,0.20516518
Macrogene 316,mouse_Irgm1,0.2032207
Macrogene 316,marm_POLH,0.20133838
Macrogene 316,marm_ACOX2,0.20103799
Macrogene 317,marm_LYL1,1.7422622
Macrogene 317,marm_TAL1,1.4721705
Macrogene 317,mouse_Olig1,1.3422624
Macrogene 317,mouse_Tal1,0.9390436
Macrogene 317,marm_TCF23,0.5907097
Macrogene 317,marm_ID4,0.2923136
Macrogene 317,mouse_Twist2,0.24756376
Macrogene 317,mouse_Neurod2,0.24231265
Macrogene 317,mouse_Id3,0.23518705
Macrogene 317,mouse_Id4,0.23396032
Macrogene 317,mouse_Id1,0.2321572
Macrogene 317,marm_ID3,0.21114646
Macrogene 317,marm_ID1,0.20680171
Macrogene 318,marm_TNFRSF19,1.3981761
Macrogene 318,mouse_Tnfrsf19,1.3004398
Macrogene 318,marm_EDA2R,0.6791196
Macrogene 318,mouse_Tnfrsf11a,0.6528768
Macrogene 319,mouse_Csf3r,1.104588
Macrogene 319,mouse_Il6ra,1.0497985
Macrogene 319,marm_IL13RA1,0.6640701
Macrogene 319,marm_IL6R,0.6413602
Macrogene 319,mouse_Il13ra1,0.6056714
Macrogene 319,mouse_Il17ra,0.5791321
Macrogene 319,marm_IL10RA,0.5570558
Macrogene 319,marm_CSF3R,0.5348496
Macrogene 319,mouse_Il9r,0.49906224
Macrogene 319,marm_IL21R,0.4722619
Macrogene 319,mouse_Il12rb1,0.4711221
Macrogene 319,marm_IL4R,0.46222585
Macrogene 319,marm_IL12RB1,0.45944804
Macrogene 319,mouse_Il20ra,0.42354992
Macrogene 319,marm_OSMR,0.41313866
Macrogene 319,marm_IL12RB2,0.37922087
Macrogene 319,marm_IL6ST,0.3790205
Macrogene 319,marm_CD244,0.361053
Macrogene 319,marm_NLRP1,0.28412294
Macrogene 319,mouse_Il22ra2,0.257725
Macrogene 319,marm_TREM2,0.25732145
Macrogene 319,marm_LY9,0.2433057
